caldt,vwretd,vwretx,totval,usdval,usdcnt,spindx,sprtrn
19810810,0.006169,0.005456,911287733,906284146,498,132.54,0.005996
19810811,0.010384,0.01019,920573751,911287733,498,133.85,0.009884
19810812,-0.003792,-0.00381,917180947,920573751,498,133.4,-0.003362
19810813,0.000558,0.000499,918532744,916425739,497,133.51,0.000825
19810814,-0.00739,-0.007446,911697607,918532744,498,132.49,-0.00764
19810817,-0.009542,-0.010004,902615041,911697607,498,131.22,-0.009586
19810818,-0.008988,-0.009177,894331396,902615041,498,130.11,-0.008459
19810819,0.003584,0.003548,897874890,894331396,498,130.49,0.002921
19810820,0.001759,0.001504,899314995,897874890,498,130.69,0.001533
19810821,-0.010708,-0.010769,889834667,899314995,498,129.23,-0.011171
19810824,-0.028926,-0.029133,864830384,889834667,498,125.5,-0.028863
19810825,-0.001507,-0.002854,862381150,864830384,498,125.13,-0.002948
19810826,-0.000949,-0.001323,861270026,862381150,498,124.96,-0.001359
19810827,-0.011368,-0.011368,851544238,861270026,498,123.51,-0.011604
19810828,0.004669,0.004642,855293841,851342067,497,124.08,0.004615
19810831,-0.01046,-0.010844,845474331,854431462,496,122.79,-0.010397
19810901,0.003023,0.002635,848547617,845474331,496,123.02,0.001873
19810902,0.003452,0.003366,851432476,848547617,497,123.49,0.003821
19810903,-0.018255,-0.018408,835903999,851432476,497,121.24,-0.01822
19810904,-0.009557,-0.009819,827716205,835903999,497,120.07,-0.00965
19810908,-0.016618,-0.016882,813783931,827716205,497,117.98,-0.017407
19810909,0.003037,0.002624,816121474,813783931,497,118.4,0.00356
19810910,0.015442,0.015382,831547149,816121474,497,120.14,0.014696
19810911,0.012456,0.012267,841981332,831547149,500,121.61,0.012236
19810914,-0.008583,-0.008718,834689637,841981332,500,120.66,-0.007812
19810915,-0.006725,-0.007131,828657121,834689637,500,119.77,-0.007376
19810916,-0.007082,-0.007111,822831899,828657121,500,118.87,-0.007514
19810917,-0.01497,-0.014999,810512179,822831899,500,117.15,-0.01447
19810918,-0.007181,-0.007249,804635521,810512179,500,116.26,-0.007597
19810921,0.008599,0.008586,811569900,804635521,500,117.24,0.008429
19810922,-0.004609,-0.004654,807798477,811569900,500,116.68,-0.004777
19810923,-0.009116,-0.009221,800349653,807798477,500,115.65,-0.008828
19810924,-0.004623,-0.004801,796678019,800349653,500,115.01,-0.005534
19810925,-0.019137,-0.019165,781417688,796678019,500,112.77,-0.019477
19810928,0.02423,0.024193,796114792,777307575,499,115.53,0.024475
19810929,0.003594,0.003409,798991583,795915615,498,115.94,0.003549
19810930,0.002178,0.002143,799675022,798991583,498,116.18,0.00207
19811001,0.007569,0.007516,800121075,794150036,498,117.08,0.007747
19811002,0.020142,0.020117,816237573,800121075,498,119.36,0.019474
19811005,0.001417,0.00107,815902269,815031313,497,119.51,0.001257
19811006,-0.002882,-0.002882,815662612,815902269,497,119.39,-0.001004
19811007,0.016472,0.016463,829138431,815662612,498,121.31,0.016082
19811008,0.00847,0.008391,836101558,829138431,498,122.31,0.008243
19811009,-0.006509,-0.006622,830565230,836101558,498,121.45,-0.007031
19811012,-0.002389,-0.002389,828121966,830105320,497,121.21,-0.001976
19811013,-0.003534,-0.003537,823929957,826315500,496,120.78,-0.003548
19811014,-0.016613,-0.016634,811441974,823255397,496,118.8,-0.016393
19811015,0.006967,0.006967,823029520,811441974,497,119.71,0.00766
19811016,-0.004195,-0.004196,819576026,823029520,499,119.19,-0.004344
19811019,-0.001403,-0.001552,818304064,819576026,499,118.98,-0.001762
19811020,0.010991,0.010887,827217678,818304064,499,120.28,0.010926
19811021,-0.001219,-0.001223,826215906,827217678,499,120.1,-0.001497
19811022,-0.004364,-0.004364,822774920,826215906,499,119.64,-0.00383
19811023,-0.008581,-0.008646,815712420,822774920,499,118.6,-0.008693
19811026,-0.003784,-0.003968,811975595,815207274,498,118.16,-0.00371
19811027,0.010117,0.009575,820180166,811975595,498,119.29,0.009563
19811028,0.001422,0.001417,821615140,820180166,499,119.45,0.001341
19811029,-0.003434,-0.003539,819786700,821615140,499,119.06,-0.003265
19811030,0.02527,0.023727,839292684,819786700,500,121.89,0.02377
19811102,0.019052,0.018625,854927126,839292684,500,124.2,0.018952
19811103,0.004825,0.004825,859059424,854927126,500,124.8,0.004831
19811104,0.00109,-0.000103,858971229,859059424,500,124.74,-0.000481
19811105,-0.008634,-0.009734,850670348,858971229,500,123.54,-0.00962
19811106,-0.006032,-0.006504,843402559,848793729,499,122.67,-0.007042
19811109,0.004767,0.004586,849094738,843402559,499,123.29,0.005054
19811110,-0.004527,-0.004585,845208775,849094738,500,122.7,-0.004785
19811111,0.002354,0.002354,846885601,844908491,499,122.92,0.001793
19811112,0.001731,0.001687,848364656,846885601,499,123.19,0.002197
19811113,-0.012461,-0.012614,835133689,845769256,499,121.67,-0.012339
19811116,-0.011177,-0.011843,827782643,835133689,499,120.24,-0.011753
19811117,0.008078,0.007706,834169693,827782643,500,121.15,0.007568
19811118,-0.006732,-0.007067,828504631,834169693,500,120.26,-0.007346
19811119,0.003753,0.003672,831613957,828504631,500,120.71,0.003742
19811120,0.008666,0.008472,842469692,831613957,500,121.71,0.008284
19811123,-8.9E-05,-0.001584,841266366,842469692,500,121.6,-0.000904
19811124,0.016827,0.016213,854588788,840936574,499,123.51,0.015707
19811125,0.004134,0.00403,858209010,854588788,499,124.05,0.004372
19811127,0.008348,0.008267,865323242,858209010,499,125.09,0.008384
19811130,0.010182,0.00989,873879192,865323242,499,126.35,0.010073
19811201,-0.000922,-0.001506,872585681,873879192,499,126.1,-0.001979
19811202,-0.01149,-0.011532,862900872,872585681,499,124.69,-0.011182
19811203,0.004564,0.004521,867030799,862900872,499,125.12,0.003449
19811204,0.008015,0.00794,873962136,867030799,499,126.26,0.009111
19811207,-0.008095,-0.00829,866713305,873962136,499,125.19,-0.008475
19811208,-0.003048,-0.003175,861883970,864187004,497,124.82,-0.002956
19811209,0.005764,0.005376,866642054,861883970,497,125.48,0.005288
19811210,0.001619,0.001564,869456656,866642054,498,125.71,0.001833
19811211,-0.006413,-0.006478,864279986,869456656,500,124.93,-0.006205
19811214,-0.016231,-0.016422,850086656,864279986,500,122.78,-0.01721
19811215,0.001246,0.001009,848626913,848214363,499,122.99,0.00171
19811216,-0.004127,-0.004165,846928422,848626913,499,122.42,-0.004635
19811217,0.005846,0.005815,851385239,846420819,499,123.12,0.005718
19811218,0.006813,0.006801,857953724,851385239,499,124,0.007147
19811221,-0.004427,-0.00446,853222461,857953724,500,123.34,-0.005323
19811222,-0.003763,-0.003793,850213691,853222461,500,122.88,-0.00373
19811223,-0.004552,-0.004652,846301371,850213691,500,122.31,-0.004639
19811224,0.002027,0.001811,847838238,846301371,500,122.54,0.00188
19811228,-0.001984,-0.002087,846068956,847838238,500,122.27,-0.002203
19811229,-0.004867,-0.005001,841839751,846068956,500,121.67,-0.004907
19811230,0.005087,0.005055,846149014,841839751,500,122.3,0.005178
19811231,0.00213,0.00213,851316511,846149014,500,122.55,0.002044
19820104,0.002232,0.001953,851202436,849681289,498,122.74,0.00155
19820105,-0.02172,-0.021819,833817670,851202436,498,120.05,-0.021916
19820106,-0.007206,-0.007206,827809264,833817670,499,119.18,-0.007247
19820107,-0.002657,-0.002657,825609382,827809264,499,118.93,-0.002098
19820108,0.005435,0.005435,796301038,791996754,498,119.55,0.005213
19820111,-0.023498,-0.023668,811066414,796301038,498,116.78,-0.02317
19820112,-0.003562,-0.003604,808143401,811066414,499,116.3,-0.00411
19820113,-0.012921,-0.012921,797701765,808143401,499,114.88,-0.01221
19820114,0.006519,0.006422,802235794,796779550,498,115.54,0.005745
19820115,0.005813,0.005811,807897184,802235794,499,116.33,0.006837
19820118,0.008459,0.008323,814270369,807549115,499,117.22,0.007651
19820119,-0.010489,-0.010557,805865644,813937393,498,115.97,-0.010664
19820120,-0.006316,-0.006316,801101961,805865644,499,115.27,-0.006036
19820121,0.004315,0.004315,804559090,801101961,500,115.75,0.004164
19820122,-0.003604,-0.003649,801623432,804559090,500,115.38,-0.003197
19820125,0.000563,0.000411,801954744,801623432,500,115.41,0.00026
19820126,-0.00114,-0.001518,800737513,801954744,500,115.19,-0.001906
19820127,0.005016,0.005016,804765585,800737513,500,115.74,0.004775
19820128,0.027047,0.027046,826234616,804476619,499,118.92,0.027475
19820129,0.012485,0.012389,836871941,826234616,499,120.4,0.012445
19820201,-0.020543,-0.021754,818646904,836871941,500,117.78,-0.021761
19820202,0.003084,0.002316,820543128,818646904,500,118.01,0.001953
19820203,-0.011544,-0.012407,810313093,820493180,499,116.48,-0.012965
19820204,9.9E-05,-0.001239,809400089,810313093,499,116.42,-0.000515
19820205,0.008615,0.007718,815587835,809351975,499,117.26,0.007215
19820208,-0.022172,-0.022527,797214055,815587835,499,114.63,-0.022429
19820209,-0.007803,-0.007901,790916789,797214055,499,113.68,-0.008288
19820210,0.008139,0.008027,797267230,790916789,499,114.66,0.008621
19820211,-0.001226,-0.00185,795290332,796764631,498,114.43,-0.002006
19820212,-0.000495,-0.000495,795429418,795290332,498,114.38,-0.000437
19820216,-0.002534,-0.002719,793266706,795429418,499,114.06,-0.002798
19820217,-0.002807,-0.00303,790481475,793266706,499,113.69,-0.003244
19820218,0.001573,0.001283,791495490,790481475,499,113.82,0.001143
19820219,-0.004057,-0.004099,788250816,791495490,499,113.22,-0.005271
19820222,-0.013826,-0.015549,775886266,788142864,498,111.59,-0.014397
19820223,0.00038,-0.000122,775946075,775886266,498,111.51,-0.000717
19820224,0.017631,0.017508,789537026,775946075,499,113.47,0.017577
19820225,-0.002417,-0.00249,787571054,789537026,499,113.21,-0.002291
19820226,-0.001069,-0.001139,786717627,787571054,499,113.11,-0.000883
19820301,0.002524,0.001956,788255019,786717627,499,113.31,0.001768
19820302,-0.005123,-0.005421,783996887,788255019,499,112.68,-0.00556
19820303,-0.014852,-0.015122,772077394,783931865,498,110.92,-0.015619
19820304,-0.010064,-0.010358,764467697,772077394,498,109.88,-0.009376
19820305,-0.004368,-0.004429,760088342,763466849,498,109.34,-0.004914
19820308,-0.016658,-0.016918,747234609,760088342,498,107.34,-0.018292
19820309,0.012176,0.011549,755867299,747234609,498,108.83,0.013881
19820310,0.005876,0.00586,760829029,755867299,498,109.41,0.005329
19820311,-0.000702,-0.000913,760498686,760829029,498,109.36,-0.000457
19820312,-0.007072,-0.007246,754990406,760498686,500,108.61,-0.006858
19820315,0.008174,0.00805,760828734,754752894,499,109.45,0.007734
19820316,-0.001778,-0.00181,759631245,760735337,498,109.28,-0.001553
19820317,-0.001671,-0.001671,758006056,759366021,498,109.08,-0.00183
19820318,0.011527,0.011424,766727681,757730758,497,110.3,0.011184
19820319,0.002344,0.002344,768831899,766727681,499,110.61,0.002811
19820322,0.020175,0.020157,784335344,768831899,500,112.77,0.019528
19820323,0.00639,0.00639,789508264,784335344,500,113.55,0.006917
19820324,-0.004887,-0.005021,785554744,789508264,500,112.97,-0.005108
19820325,0.002678,0.002577,787579343,785554744,500,113.21,0.002124
19820326,-0.010908,-0.010951,778890337,787579343,500,111.94,-0.011218
19820329,0.002433,0.002349,780419697,778592098,499,112.3,0.003216
19820330,0.000572,0.000271,780629580,780419697,499,112.27,-0.000267
19820331,-0.002752,-0.002783,778829619,780629580,499,111.96,-0.002761
19820401,0.016158,0.0161,787384261,774908268,498,113.79,0.016345
19820402,0.011907,0.011738,796626811,787384261,498,115.12,0.011688
19820405,-0.003744,-0.003885,793389436,796484068,497,114.73,-0.003388
19820406,0.005729,0.005692,798052376,793389436,497,115.36,0.005491
19820407,0.000847,0.000847,798727098,798052376,498,115.46,0.000867
19820408,0.006738,0.006641,809488916,798727098,498,116.22,0.006582
19820412,-0.001952,-0.002057,807824180,809488916,500,116,-0.001893
19820413,5.4E-05,5E-05,807864625,807824180,500,115.99,-8.6E-05
19820414,-0.000922,-0.000946,807158414,807864625,500,115.83,-0.001379
19820415,0.004318,0.004318,810643538,807158414,500,116.35,0.004489
19820416,0.004544,0.004544,814097287,810329104,499,116.81,0.003954
19820419,-0.00098,-0.00115,813249354,813878690,497,116.7,-0.000942
19820420,-0.010869,-0.010978,804495546,813249354,498,115.44,-0.010797
19820421,0.002529,0.002529,806561900,804495546,500,115.72,0.002426
19820422,0.012268,0.012268,816462792,806561900,500,117.19,0.012703
19820423,0.012981,0.01295,827036566,816462792,500,118.64,0.012373
19820426,0.005191,0.005016,831156040,827036566,500,119.26,0.005226
19820427,-0.010288,-0.010542,822373394,831156040,500,118,-0.010565
19820428,-0.006783,-0.006783,816796785,822373394,500,117.26,-0.006271
19820429,-0.009484,-0.009484,809102442,816796785,500,116.13,-0.009637
19820430,0.00236,0.002307,810825172,809102442,500,116.44,0.002669
19820503,0.004494,0.003286,813493793,810825172,500,116.81,0.003178
19820504,0.006767,0.005784,818365603,813493793,500,117.46,0.005565
19820505,0.001872,0.001586,819767193,818365603,500,117.67,0.001788
19820506,0.009502,0.008311,826580042,819767193,500,118.68,0.008583
19820507,0.008092,0.006958,832331294,826580042,500,119.47,0.006657
19820510,-0.00881,-0.009354,824567150,832331294,500,118.38,-0.009124
19820511,0.008942,0.008704,831942270,824567150,500,119.42,0.008785
19820512,-0.003724,-0.003756,828818046,831942270,500,119.17,-0.002093
19820513,-0.006609,-0.006659,823299096,828818046,500,118.22,-0.007972
19820514,-0.001516,-0.001622,822026944,823299096,500,118.01,-0.001776
19820517,-0.01043,-0.011025,812975115,822026944,500,116.71,-0.011016
19820518,-0.007621,-0.007873,806844310,812975115,500,115.84,-0.007454
19820519,-0.007771,-0.008029,802097775,806844310,500,114.89,-0.008201
19820520,-0.002154,-0.00237,800162443,802097775,500,114.59,-0.002611
19820521,0.002798,0.002578,802287276,800162443,500,114.89,0.002618
19820524,0.001096,-0.000884,801578454,802287276,500,114.79,-0.00087
19820525,-0.002929,-0.00336,798948491,801578454,500,114.4,-0.003398
19820526,-0.011613,-0.011747,789678473,798948491,500,113.11,-0.011276
19820527,-0.003696,-0.003745,786816404,789678473,500,112.66,-0.003978
19820528,-0.006518,-0.006979,781434082,786816404,500,111.88,-0.006923
19820601,-0.001512,-0.001884,779961766,781434082,500,111.68,-0.001788
19820602,0.003566,0.003551,779982820,777238479,498,112.04,0.003223
19820603,-0.001495,-0.001825,781308853,779982820,498,111.86,-0.001607
19820604,-0.015613,-0.015782,769029363,781308853,500,110.09,-0.015823
19820607,0.000706,0.000286,769249437,769029363,500,110.12,0.000273
19820608,-0.004386,-0.004558,765752521,769249437,500,109.63,-0.00445
19820609,-0.005387,-0.005786,761282731,765752521,500,108.99,-0.005838
19820610,0.005627,0.005537,765591341,761282731,500,109.61,0.005689
19820611,0.015669,0.015446,776868724,764978671,498,111.24,0.014871
19820614,-0.011906,-0.011979,767349965,776544699,497,109.96,-0.011507
19820615,-0.002173,-0.002185,765764151,767349965,498,109.69,-0.002455
19820616,-0.007237,-0.007374,760117715,765764151,498,108.87,-0.007476
19820617,-0.010428,-0.01046,751853358,758990381,497,107.6,-0.011665
19820618,-0.003824,-0.003838,750069425,751853358,499,107.28,-0.002974
19820621,-0.000247,-0.000287,749854158,750069425,500,107.2,-0.000746
19820622,0.01018,0.010141,757196043,749149782,499,108.3,0.010261
19820623,0.017696,0.017573,769480139,756191512,498,110.14,0.01699
19820624,-0.003114,-0.003348,770394596,769480139,498,109.83,-0.002815
19820625,-0.005915,-0.005931,766045670,770394596,500,109.14,-0.006282
19820628,0.009835,0.009708,773395572,766045670,500,110.26,0.010262
19820629,0.000582,0.000463,774191179,773395572,500,110.21,-0.000453
19820630,-0.005994,-0.006036,769665113,774114404,499,109.61,-0.005444
19820701,-0.008101,-0.008151,763367130,769665113,499,108.71,-0.008211
19820702,-0.009315,-0.00961,755170492,762356058,498,107.65,-0.009751
19820706,-0.002604,-0.002672,754028186,755170492,499,107.29,-0.003344
19820707,-0.000516,-0.00055,753613502,754028186,500,107.22,-0.000652
19820708,0.002881,0.002881,753664624,751499713,499,107.53,0.002891
19820709,0.012153,0.012064,764507246,753326682,498,108.83,0.01209
19820712,0.007073,0.006956,770092930,764507246,499,109.57,0.0068
19820713,-0.0012,-0.001203,769045084,770092930,500,109.45,-0.001095
19820714,0.009067,0.008959,775915439,769045084,500,110.44,0.009045
19820715,0.00011,0.000108,776002447,775915439,500,110.47,0.000272
19820716,0.005727,0.005727,780166914,775718284,499,111.07,0.005431
19820719,-0.003002,-0.003155,778014792,780166914,499,110.73,-0.003061
19820720,0.006901,0.006831,783329646,778014792,500,111.54,0.007315
19820721,-0.000506,-0.000506,782934342,783329646,500,111.42,-0.001076
19820722,0.00056,0.00056,783373144,782934342,500,111.47,0.000449
19820723,-0.003233,-0.003265,780823009,783373144,500,111.17,-0.002691
19820726,-0.006754,-0.006933,775409682,780823009,500,110.36,-0.007286
19820727,-0.008525,-0.008841,768555410,775409682,500,109.43,-0.008427
19820728,-0.015161,-0.015424,752546411,764318992,499,107.73,-0.015535
19820729,-2E-05,-2E-05,747722488,747737752,498,107.72,-9.3E-05
19820730,-0.005474,-0.005532,743612136,747722488,498,107.09,-0.005848
19820802,0.019359,0.018082,765321055,743612136,498,108.98,0.017649
19820803,-0.009697,-0.010226,757186305,765009518,499,107.83,-0.010552
19820804,-0.015239,-0.015685,741331459,753140370,498,106.14,-0.015673
19820805,-0.007739,-0.00896,738450177,741331459,498,105.16,-0.009233
19820806,-0.012969,-0.013397,728556674,738450177,499,103.71,-0.013789
19820809,-0.004917,-0.006555,723863579,728556674,499,103.08,-0.006075
19820810,-0.001972,-0.002174,721040460,722611040,498,102.84,-0.002328
19820811,-0.002261,-0.002352,720153540,720685303,497,102.6,-0.002334
19820812,-0.002019,-0.002049,718947727,720153540,498,102.42,-0.001754
